ID,Company,Type,Infrastructure,Type Infrastructure,City,Zip Code,Location,Address,Latitude,Longitude,Company_raw,Type_raw,Infrastructure_raw,Type Infrastructure_raw,City_raw,Location_raw,Address_raw,Zip Code_raw,Import_Source,Import_Classification,Data_Quality_Flag,Record_Service_Type_Code,Record_Service_Type_Name,Company_Normalized,Location_Normalized,Address_Normalized,Location_Cluster_ID,Cluster_Record_Count,Cluster_Company_Count,Has_Locker,Has_PUDO,Has_Click_Collect,Has_Distribution_Center,Has_Last_Mile_Station,Has_Warehouse,Has_Convenience_Store,Has_Unknown,Cluster_Service_Type_Code,Cluster_Service_Type_Name,Cluster_Sharing_Type_Code,Cluster_Sharing_Type_Name,Cluster_Diameter_m,Cluster_Spatial_Confidence_Code,Cluster_Spatial_Confidence_Name,Cluster_Companies,Cluster_Review_Required
222,Amazon,Locker,Privada,Service Station,Valencia,46013.0,Lockers - Grigoras,"Carrera de la Font d'en Corts, 231",39.4366557158627,-0.3506829880454272,Amazon,Lockers,Private,Service Station,Valencia,Lockers - Grigoras,"Carrera de la Font d'en Corts, 231",46013.0,,,,1,Locker,AMAZON,LOCKERS GRIGORAS,CARRERA DE LA FONT D EN CORTS 231,VAL_LOC_000204,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
223,Amazon,Locker,Privada,Premises,Valencia,46013.0,Lockers - Prudencio,"Av. d'Ausiàs March, 99, Quatre Carreres",39.445881984006725,-0.3682216516525919,Amazon,Lockers,Private,Premises,Valencia, Lockers - Prudencio,"Av. d'Ausiàs March, 99, Quatre Carreres",46013.0,,,,1,Locker,AMAZON,LOCKERS PRUDENCIO,AV D AUSIAS MARCH 99 QUATRE CARRERES,VAL_LOC_000205,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
224,Amazon,Convenience Stores,Pública,Public Facility,Valencia,46013.0,Correos - Valéncia Suc 18. La Font De Sant Lluis,"Cl Antonio Sacramento Escultor, 7-9",39.45383622545942,-0.3588361558377775,Amazon,Convenience stores,Public,Public facility,Valencia,Correos - Valéncia Suc 18. La Font De Sant Lluis,"Cl Antonio Sacramento Escultor, 7-9",46013.0,,,,7,Convenience Store,AMAZON,CORREOS VALENCIA SUC 18 LA FONT DE SANT LLUIS,CL ANTONIO SACRAMENTO ESCULTOR 7 9,VAL_LOC_000206,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
225,Amazon,Locker,Privada,Service Station,Valencia,46013.0,Lockers - Fermin,"C. de Cádiz, 98",39.45922810286757,-0.3717648543049757,Amazon,Lockers,Private,Service Station,Valencia, Lockers - Fermin,"C. de Cádiz, 98",46013.0,,,,1,Locker,AMAZON,LOCKERS FERMIN,C DE CADIZ 98,VAL_LOC_000207,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
226,Amazon,Locker,Privada,Premises,Valencia,46013.0,Lockers - Isabel,Autovia De El Saler 16,39.45286093872912,-0.3542794296198256,Amazon,Lockers,Private,Premises,Valencia, Lockers - Isabel,Autovia De El Saler 16,46013.0,,,,1,Locker,AMAZON,LOCKERS ISABEL,AUTOVIA DE EL SALER 16,VAL_LOC_000208,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
227,Amazon,Locker,Privada,Service Station,Valencia,46014.0,Lockers - Stephanotis,"Archiduque Carlos, Cl. Pedrapiquers, 9",39.45647149963597,-0.405205913828603,Amazon,Lockers,Private,Service Station,Valencia, Lockers - Stephanotis,"Archiduque Carlos, Cl. Pedrapiquers, 9",46014.0,,,,1,Locker,AMAZON,LOCKERS STEPHANOTIS,ARCHIDUQUE CARLOS CL PEDRAPIQUERS 9,VAL_LOC_000209,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
228,Amazon,Convenience Stores,Privada,Premises,Valencia,46014.0,Estanco 190 Valencia,"C. del Dr. Rafael Bartual, 25",39.45412318393608,-0.4035023885277023,Amazon,Convenience stores,Private,Premises,Valencia,Estanco 190 Valencia,"C. del Dr. Rafael Bartual, 25",46014.0,,,,7,Convenience Store,AMAZON,ESTANCO 190 VALENCIA,C DEL DR RAFAEL BARTUAL 25,VAL_LOC_000210,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
229,Amazon,Convenience Stores,Privada,Supermarket,Valencia,46014.0,Seur - Supermarket Marianita,"C. José Andreu Alabarta, 1",39.45543280815268,-0.4053333196579022,Amazon,Convenience stores,Private,Supermarket,Valencia,Seur - Supermarket Marianita,"C. José Andreu Alabarta, 1",46014.0,,,,7,Convenience Store,AMAZON,SEUR SUPERMARKET MARIANITA,C JOSE ANDREU ALABARTA 1,VAL_LOC_000211,2,1,False,False,False,False,False,False,True,False,5,Convenience Store only,2,"Same company, multiple records",13.03,1,High,Amazon,False
230,Amazon,Convenience Stores,Privada,Kiosk,Valencia,46014.0,Amazon Convenience stores - Kiosko Honduras,"C. Arquitecto Segura de Lago, 8",39.45549577804558,-0.4041705950739044,Amazon,Convenience stores,Private,Kiosk,Valencia,Amazon Convenience stores - Kiosko Honduras,"C. Arquitecto Segura de Lago, 8",46014.0,,,,7,Convenience Store,AMAZON,AMAZON CONVENIENCE STORES KIOSKO HONDURAS,C ARQUITECTO SEGURA DE LAGO 8,VAL_LOC_000212,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",8.22,1,High,Amazon | Dhl,False
231,Amazon,Locker,Privada,Service Station,Valencia,46014.0,Lockers - Alfonseca,"Carrer dels Coeters, 14, Patraix",39.457166691034814,-0.4042893882204077,Amazon,Lockers,Private,Service Station,Valencia,Lockers - Alfonseca,"Carrer dels Coeters, 14, Patraix",46014.0,,,,1,Locker,AMAZON,LOCKERS ALFONSECA,CARRER DELS COETERS 14 PATRAIX,VAL_LOC_000213,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
232,Amazon,Locker,Privada,Service Station,Valencia,46014.0,Lockers - Croquetas,"C/ dels Traginers, 2, Patraix",39.46325876771295,-0.4065426251817878,Amazon,Lockers,Private,Service Station,Valencia, Lockers - Croquetas,"C/ dels Traginers, 2, Patraix",46014.0,,,,1,Locker,AMAZON,LOCKERS CROQUETAS,C DELS TRAGINERS 2 PATRAIX,VAL_LOC_000214,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
233,Amazon,Convenience Stores,Pública,Public Facility,Valencia,46014.0,Correos - València Suc 3. Vara De Quart,"C. Nicolau Primitiu Gómez Serrano, 4",39.4564944588543,-0.4033780452058582,Amazon,Convenience stores,Public,Public facility,Valencia,Correos - València Suc 3. Vara De Quart,"C. Nicolau Primitiu Gómez Serrano, 4",46014.0,,,,7,Convenience Store,AMAZON,CORREOS VALENCIA SUC 3 VARA DE QUART,C NICOLAU PRIMITIU GOMEZ SERRANO 4,VAL_LOC_000215,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
234,Amazon,Convenience Stores,Privada,Kiosk,Valencia,46014.0,Kiosco Rico Rico,"Pl. de Benimarfull, 3",39.45805676161857,-0.3997271595470116,Amazon,Convenience stores,Private,Kiosk,Valencia,Kiosco Rico Rico,"Pl. de Benimarfull, 3",46014.0,,,,7,Convenience Store,AMAZON,KIOSCO RICO RICO,PL DE BENIMARFULL 3,VAL_LOC_000216,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",4.59,1,High,Amazon | Ctt Express,False
235,Amazon,Convenience Stores,Privada,Premises,Valencia,46014.0,Comercio Siete Mj Sanchez,"Carrer Ciutat de Carlet, 7",39.45854619713506,-0.40114669902558,Amazon,Convenience stores,Private,Premises,Valencia,Comercio Siete Mj Sanchez,"Carrer Ciutat de Carlet, 7",46014.0,,,,7,Convenience Store,AMAZON,COMERCIO SIETE MJ SANCHEZ,CARRER CIUTAT DE CARLET 7,VAL_LOC_000217,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
236,Amazon,Convenience Stores,Privada,Premises,Valencia,46014.0,World Markering Iluzion,"C. Arquitecto Segura de Lago, 46",39.45218513883052,-0.4021714112849679,Amazon,Convenience stores,Private,Premises,Valencia, World Markering Iluzion,"C. Arquitecto Segura de Lago, 46",46014.0,,,,7,Convenience Store,AMAZON,WORLD MARKERING ILUZION,C ARQUITECTO SEGURA DE LAGO 46,VAL_LOC_000218,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
237,Amazon,Convenience Stores,Privada,Kiosk,Valencia,46014.0,Kiosco Mc Yanguez,"C. del Archiduque Carlos, 111",39.46105767698485,-0.3990973392063291,Amazon,Convenience stores,Private,Kiosk,Valencia,Kiosco Mc Yanguez,"C. del Archiduque Carlos, 111",46014.0,,,,7,Convenience Store,AMAZON,KIOSCO MC YANGUEZ,C DEL ARCHIDUQUE CARLOS 111,VAL_LOC_000219,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",18.44,2,Medium,Amazon | Ctt Express | Nacex | UPS,False
238,Amazon,Convenience Stores,Privada,Premises,Valencia,46014.0,Allinone San Isidro,"C. Mariano de Cavia, 29",39.45309366704569,-0.4032987882128698,Amazon,Convenience stores,Private,Premises,Valencia,Allinone San Isidro,"C. Mariano de Cavia, 29",46014.0,,,,7,Convenience Store,AMAZON,ALLINONE SAN ISIDRO,C MARIANO DE CAVIA 29,VAL_LOC_000220,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",6.64,1,High,Amazon | Ctt Express | Nacex,False
239,Amazon,Convenience Stores,Privada,Premises,Valencia,46014.0,Droguería Paquetería Tarín,"C. Virgen de la Cabeza, 60",39.463463181537485,-0.3992436564523363,Amazon,Convenience stores,Private,Premises,Valencia, Droguería Paquetería Tarín,"C. Virgen de la Cabeza, 60",46014.0,,,,7,Convenience Store,AMAZON,DROGUERIA PAQUETERIA TARIN,C VIRGEN DE LA CABEZA 60,VAL_LOC_000221,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
240,Amazon,Convenience Stores,Privada,Supermarket,Valencia,46014.0,Supermarket Marianita,"C. José Andreu Alabarta, 1",39.45531680597602,-0.4053118506552419,Amazon,Convenience stores,Private,Supermarket,Valencia,Supermarket Marianita,"C. José Andreu Alabarta, 1",46014.0,,,,7,Convenience Store,AMAZON,SUPERMARKET MARIANITA,C JOSE ANDREU ALABARTA 1,VAL_LOC_000211,2,1,False,False,False,False,False,False,True,False,5,Convenience Store only,2,"Same company, multiple records",13.03,1,High,Amazon,False
241,Amazon,Locker,Privada,Supermarket,Valencia,46015.0,Lockers - Lasierra,"Av. del Maestro Rodrigo, 78",39.48918971720033,-0.4050808653522951,Amazon,Lockers,Private,Supermarket,Valencia,Lockers - Lasierra,"Av. del Maestro Rodrigo, 78",46015.0,,,,1,Locker,AMAZON,LOCKERS LASIERRA,AV DEL MAESTRO RODRIGO 78,VAL_LOC_000222,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
242,Amazon,Locker,Privada,Service Station,Valencia,46015.0,Lockers - Arcilla,Avda. General Aviles 92,39.48212340349695,-0.4062934586360768,Amazon,Lockers,Private,Service Station,Valencia,Lockers - Arcilla,Avda. General Aviles 92,46015.0,,,,1,Locker,AMAZON,LOCKERS ARCILLA,AVDA GENERAL AVILES 92,VAL_LOC_000223,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
243,Amazon,Locker,Privada,Premises,Valencia,46015.0,Lockers - Torre,"Avda Cortes Valencianas, 39",39.49248992613082,-0.4012183670127589,Amazon,Lockers,Private,Premises,Valencia,Lockers - Torre,"Avda Cortes Valencianas, 39",46015.0,,,,1,Locker,AMAZON,LOCKERS TORRE,AVDA CORTES VALENCIANAS 39,VAL_LOC_000224,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
244,Amazon,Convenience Stores,Pública,Public Facility,Valencia,46015.0,Correos - València Suc 19. Beniferri,"C. Marina Alta, 6",39.492795450794496,-0.4034615574249229,Amazon,Convenience stores,Public,Public facility,Valencia,Correos - València Suc 19. Beniferri,"C. Marina Alta, 6",46015.0,,,,7,Convenience Store,AMAZON,CORREOS VALENCIA SUC 19 BENIFERRI,C MARINA ALTA 6,VAL_LOC_000225,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
245,Amazon,Locker,Privada,Service Station,Valencia,46015.0,Lockers - Maiz,Cl. Valle Ballestera 44,39.47890775235937,-0.401214131863678,Amazon,Lockers,Private,Service Station,Valencia,Lockers - Maiz,Cl. Valle Ballestera 44,46015.0,,,,1,Locker,AMAZON,LOCKERS MAIZ,CL VALLE BALLESTERA 44,VAL_LOC_000226,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
246,Amazon,Locker,Privada,Service Station,Valencia,46015.0,Lockers - Guti,"Calle Maestro Rodrigo, 31",39.47925573812374,-0.3992004951173634,Amazon,Lockers,Private,Service Station,Valencia,Lockers - Guti,"Calle Maestro Rodrigo, 31",46015.0,,,,1,Locker,AMAZON,LOCKERS GUTI,CALLE MAESTRO RODRIGO 31,VAL_LOC_000227,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
247,Amazon,Locker,Privada,Premises,Valencia,46015.0,Lockers - Nervion,"Av. de las Cortes Valencianas, 35",39.49051870576586,-0.4004847808162927,Amazon,Lockers,Private,Premises,Valencia,Lockers - Nervion,"Av. de las Cortes Valencianas, 35",46015.0,,,,1,Locker,AMAZON,LOCKERS NERVION,AV DE LAS CORTES VALENCIANAS 35,VAL_LOC_000228,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
248,Amazon,Convenience Stores,Privada,Premises,Valencia,46015.0,Lucel Iluminacion,"Av. del Maestro Rodrigo, 85",39.48373044048528,-0.4022698909235742,Amazon,Convenience stores,Private,Premises,Valencia,Lucel Iluminacion,"Av. del Maestro Rodrigo, 85",46015.0,,,,7,Convenience Store,AMAZON,LUCEL ILUMINACION,AV DEL MAESTRO RODRIGO 85,VAL_LOC_000229,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",4.81,1,High,Amazon | Ctt Express,False
249,Amazon,Locker,Privada,Premises,Valencia,46015.0,Lockers - Berrraco,"Calle Puerto de Sta. María, 3",39.48489766724511,-0.3999726362155948,Amazon,Lockers,Private,Premises,Valencia,Lockers - Berrraco,"Calle Puerto de Sta. María, 3",46015.0,,,,1,Locker,AMAZON,LOCKERS BERRRACO,CALLE PUERTO DE STA MARIA 3,VAL_LOC_000230,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
250,Amazon,Convenience Stores,Pública,Public Facility,Valencia,46015.0,Correos - València Suc 10. Benicalap,"Av. del General Avilés, 8",39.48824729200759,-0.3913563193445504,Amazon,Convenience stores,Public,Public facility,Valencia,Correos - València Suc 10. Benicalap,"Av. del General Avilés, 8",46015.0,,,,7,Convenience Store,AMAZON,CORREOS VALENCIA SUC 10 BENICALAP,AV DEL GENERAL AVILES 8,VAL_LOC_000106,3,2,True,True,False,False,False,False,True,False,3,Locker and PUDO,4,"Multiple companies, multiple services",13.82,1,High,Amazon | Correos,False
251,Amazon,Locker,Privada,Service Station,Valencia,46017.0,Lockers - Charneco,"C. San Vicente Mártir, 297",39.44878817112474,-0.3853741760574036,Amazon,Lockers,Private,Service Station,Valencia,Lockers - Charneco,"C. San Vicente Mártir, 297",46017.0,,,,1,Locker,AMAZON,LOCKERS CHARNECO,C SAN VICENTE MARTIR 297,VAL_LOC_000231,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
252,Amazon,Locker,Privada,Supermarket,Valencia,46017.0,Lockers - Inoriza,"C/ de San Marcelino, 22",39.44521672801338,-0.3909964326912097,Amazon,Lockers,Private,Supermarket,Valencia,Lockers - Inoriza,"C/ de San Marcelino, 22",46017.0,,,,1,Locker,AMAZON,LOCKERS INORIZA,C DE SAN MARCELINO 22,VAL_LOC_000232,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,Amazon,False
253,Amazon,Convenience Stores,Privada,Premises,Valencia,46017.0,Estanc De Bonafé,"C/ dels Carters, 68",39.44991514775474,-0.3893586472785895,Amazon,Convenience stores,Private,Premises,Valencia,Estanc De Bonafé,"C/ dels Carters, 68",46017.0,,,,7,Convenience Store,AMAZON,ESTANC DE BONAFE,C DELS CARTERS 68,VAL_LOC_000233,3,3,False,False,True,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",7.43,1,High,Amazon | Ctt Express | Pudo,False
254,Amazon,Convenience Stores,Privada,Premises,Valencia,46017.0,La Piñata,"C/ de Jerónima Galés, 19",39.4542173168015,-0.3896761177893769,Amazon,Convenience stores,Private,Premises,Valencia,La Piñata,"C/ de Jerónima Galés, 19",46017.0,,,,7,Convenience Store,AMAZON,LA PINATA,C DE JERONIMA GALES 19,VAL_LOC_000234,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",15.77,2,Medium,Amazon | Celeritas | Ctt Express,False
255,Amazon,Convenience Stores,Privada,Premises,Valencia,46017.0,Material Didáctico,"Pl. de Holanda, 7",39.44928548924205,-0.3879444640237011,Amazon,Convenience stores,Private,Premises,Valencia,Material Didáctico,"Pl. de Holanda, 7",46017.0,,,,7,Convenience Store,AMAZON,MATERIAL DIDACTICO,PL DE HOLANDA 7,VAL_LOC_000235,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
256,Amazon,Convenience Stores,Privada,Kiosk,Valencia,46018.0,Kiosco Roma.,"C. Brasil, 45",39.47196830250115,-0.3983659751732326,Amazon,Convenience stores,Private,Kiosk,Valencia, Kiosco Roma.,"C. Brasil, 45",46018.0,,,,7,Convenience Store,AMAZON,KIOSCO ROMA,C BRASIL 45,VAL_LOC_000236,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",20.28,2,Medium,Amazon | Celeritas | Ctt Express,False
257,Amazon,Convenience Stores,Privada,Premises,Valencia,46018.0,Edpack,"C/ Luis Lamarca, 13",39.471302808591886,-0.4005586927827076,Amazon,Convenience stores,Private,Premises,Valencia,Edpack,"C/ Luis Lamarca, 13",46018.0,,,,7,Convenience Store,AMAZON,EDPACK,C LUIS LAMARCA 13,VAL_LOC_000032,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",30.47,3,Review,Amazon | Ctt Express | InPost | SEUR,True
258,Amazon,Convenience Stores,Privada,Premises,Valencia,46018.0,Estanco Valencia 63,"C/ de la Democracia, 50",39.47373376222032,-0.4004135634908962,Amazon,Convenience stores,Private,Premises,Valencia,Estanco Valencia 63,"C/ de la Democracia, 50",46018.0,,,,7,Convenience Store,AMAZON,ESTANCO VALENCIA 63,C DE LA DEMOCRACIA 50,VAL_LOC_000237,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",3.32,1,High,Amazon | UPS,False
259,Amazon,Convenience Stores,Privada,Premises,Valencia,46018.0,Papeleria Cartagena,"C. Cartagena, 11",39.47067565688908,-0.3943422002621097,Amazon,Convenience stores,Private,Premises,Valencia,Papeleria Cartagena,"C. Cartagena, 11",46018.0,,,,7,Convenience Store,AMAZON,PAPELERIA CARTAGENA,C CARTAGENA 11,VAL_LOC_000238,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
260,Amazon,Convenience Stores,Privada,Premises,Valencia,46018.0,Seur - Papeleria Suico,"C. Brasil, 12",39.47124052704567,-0.3957479493592677,Amazon,Convenience stores,Private,Premises,Valencia,Seur - Papeleria Suico,"C. Brasil, 12",46018.0,,,,7,Convenience Store,AMAZON,SEUR PAPELERIA SUICO,C BRASIL 12,VAL_LOC_000025,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",11.18,1,High,Amazon | Ctt Express | InPost | SEUR,False
261,Amazon,Convenience Stores,Pública,Public Facility,Valencia,46018.0,Correos - València Suc 8. Av Del Cid,"Av. del Cid, 22",39.468240574217845,-0.393365156739387,Amazon,Convenience stores,Public,Public facility,Valencia,Correos - València Suc 8. Av Del Cid,"Av. del Cid, 22",46018.0,,,,7,Convenience Store,AMAZON,CORREOS VALENCIA SUC 8 AV DEL CID,AV DEL CID 22,VAL_LOC_000239,2,1,True,False,False,False,False,False,True,False,7,Multiple services,2,"Same company, multiple records",13.02,1,High,Amazon,False
262,Amazon,Convenience Stores,Privada,Premises,Valencia,46018.0,Dulces Migajas Hn,"C. Brasil, 36",39.47235844628303,-0.3992235182572831,Amazon,Convenience stores,Private,Premises,Valencia,Dulces Migajas Hn,"C. Brasil, 36",46018.0,,,,7,Convenience Store,AMAZON,DULCES MIGAJAS HN,C BRASIL 36,VAL_LOC_000240,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
263,Amazon,Convenience Stores,Privada,Kiosk,Valencia,46018.0,Kiosco Vicmar Las Provincias,"C/ de la Democracia, 75",39.47296825301814,-0.4027828836991033,Amazon,Convenience stores,Private,Kiosk,Valencia,Kiosco Vicmar Las Provincias,"C/ de la Democracia, 75",46018.0,,,,7,Convenience Store,AMAZON,KIOSCO VICMAR LAS PROVINCIAS,C DE LA DEMOCRACIA 75,VAL_LOC_000241,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
264,Amazon,Convenience Stores,Privada,Premises,Valencia,46018.0,Locutorio Dabakh Malick,"C. de Francisco Moreno Usedo, 4",39.47378121524847,-0.3972083394778082,Amazon,Convenience stores,Private,Premises,Valencia,Locutorio Dabakh Malick,"C. de Francisco Moreno Usedo, 4",46018.0,,,,7,Convenience Store,AMAZON,LOCUTORIO DABAKH MALICK,C DE FRANCISCO MORENO USEDO 4,VAL_LOC_000242,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",2.52,1,High,Amazon | SEUR,False
265,Amazon,Locker,Pública,Public Facility,Valencia,46018.0,Citypaq Lockerss-Correos València Suc 8. Av Del Cid,"Av. del Cid, 22",39.46822401108594,-0.3935153660327242,Amazon,Lockers,Public,Public facility,Valencia,Citypaq Lockerss-Correos València Suc 8. Av Del Cid,"Av. del Cid, 22",46018.0,,,,1,Locker,AMAZON,CITYPAQ LOCKERSS CORREOS VALENCIA SUC 8 AV DEL CID,AV DEL CID 22,VAL_LOC_000239,2,1,True,False,False,False,False,False,True,False,7,Multiple services,2,"Same company, multiple records",13.02,1,High,Amazon,False
266,Amazon,Convenience Stores,Privada,Premises,Valencia,46018.0,El Mar Locutorio,"Carrer de Burgos, 2",39.46940319208094,-0.3992437092803554,Amazon,Convenience stores,Private,Premises,Valencia,El Mar Locutorio,"Carrer de Burgos, 2",46018.0,,,,7,Convenience Store,AMAZON,EL MAR LOCUTORIO,CARRER DE BURGOS 2,VAL_LOC_000243,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",1.84,1,High,Amazon | Dhl,False
267,Amazon,Convenience Stores,Privada,Premises,Valencia,46018.0,Tuss Carcasas,"Av. del Cid, 82",39.46945623958896,-0.4005147288031723,Amazon,Convenience stores,Private,Premises,Valencia,Tuss Carcasas,"Av. del Cid, 82",46018.0,,,,7,Convenience Store,AMAZON,TUSS CARCASAS,AV DEL CID 82,VAL_LOC_000244,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",7.59,1,High,Amazon | SEUR,False
268,Amazon,Convenience Stores,Privada,Premises,Valencia,46018.0,Locutorio Khadim,"C. Cartagena, 5",39.47099077262767,-0.3937362353295469,Amazon,Convenience stores,Private,Premises,Valencia,Locutorio Khadim,"C. Cartagena, 5",46018.0,,,,7,Convenience Store,AMAZON,LOCUTORIO KHADIM,C CARTAGENA 5,VAL_LOC_000245,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
269,Amazon,Convenience Stores,Privada,Premises,Valencia,46018.0,Wilfer Envíos,"Av. de Pérez Galdós, 105",39.471061069810176,-0.3930572911875118,Amazon,Convenience stores,Private,Premises,Valencia, Wilfer Envíos,"Av. de Pérez Galdós, 105",46018.0,,,,7,Convenience Store,AMAZON,WILFER ENVIOS,AV DE PEREZ GALDOS 105,VAL_LOC_000246,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",7.43,1,High,Amazon | SEUR,False
270,Amazon,Convenience Stores,Privada,Premises,Valencia,46019.0,La Bodeguita Latina Express,"C. Baeza, 1",39.49335766863904,-0.3727166622593798,Amazon,Convenience stores,Private,Premises,Valencia,La Bodeguita Latina Express,"C. Baeza, 1",46019.0,,,,7,Convenience Store,AMAZON,LA BODEGUITA LATINA EXPRESS,C BAEZA 1,VAL_LOC_000180,3,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",14.78,1,High,Amazon | Ctt Express,False
271,Amazon,Convenience Stores,Privada,Kiosk,Valencia,46019.0,Kiosco Mayte,"C. San Juan Bosco, 69",39.4953434434344,-0.3710375825581891,Amazon,Convenience stores,Private,Kiosk,Valencia,Kiosco Mayte,"C. San Juan Bosco, 69",46019.0,,,,7,Convenience Store,AMAZON,KIOSCO MAYTE,C SAN JUAN BOSCO 69,VAL_LOC_000247,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",7.26,1,High,Amazon | UPS,False
272,Amazon,Convenience Stores,Privada,Premises,Valencia,46019.0,Cash Mid,"C/ del Duc de Mandas, 20",39.494113865081225,-0.369938822324832,Amazon,Convenience stores,Private,Premises,Valencia,Cash Mid,"C/ del Duc de Mandas, 20",46019.0,,,,7,Convenience Store,AMAZON,CASH MID,C DEL DUC DE MANDAS 20,VAL_LOC_000248,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",2.27,1,High,Amazon | Ctt Express,False
273,Amazon,Convenience Stores,Privada,Premises,Valencia,46019.0,Outlet Orriols,"C. San Juan Bosco, 77",39.495896697328455,-0.3705763147958665,Amazon,Convenience stores,Private,Premises,Valencia,Outlet Orriols,"C. San Juan Bosco, 77",46019.0,,,,7,Convenience Store,AMAZON,OUTLET ORRIOLS,C SAN JUAN BOSCO 77,VAL_LOC_000249,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
274,Amazon,Convenience Stores,Privada,Premises,Valencia,46019.0,Economy Bazar,"C. San Juan Bosco, 73",39.49576655855252,-0.3706735695614766,Amazon,Convenience stores,Private,Premises,Valencia,Economy Bazar,"C. San Juan Bosco, 73",46019.0,,,,7,Convenience Store,AMAZON,ECONOMY BAZAR,C SAN JUAN BOSCO 73,VAL_LOC_000250,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,Amazon,False
