Provincias;Municipios;Secciones;Sexo;Edad;Periodo;Total
46 Valencia/València;46250 València;4625010023 València sección 10023;Total;Todas las edades;2025;1.149
46 Valencia/València;46250 València;4625010024 València sección 10024;Total;Todas las edades;2025;2.248
46 Valencia/València;46250 València;4625010025 València sección 10025;Total;Todas las edades;2025;1.466
46 Valencia/València;46250 València;4625010026 València sección 10026;Total;Todas las edades;2025;1.808
46 Valencia/València;46250 València;4625010027 València sección 10027;Total;Todas las edades;2025;929
46 Valencia/València;46250 València;4625010028 València sección 10028;Total;Todas las edades;2025;1.299
46 Valencia/València;46250 València;4625010029 València sección 10029;Total;Todas las edades;2025;1.953
46 Valencia/València;46250 València;4625010030 València sección 10030;Total;Todas las edades;2025;1.299
46 Valencia/València;46250 València;4625010031 València sección 10031;Total;Todas las edades;2025;2.008
46 Valencia/València;46250 València;4625010032 València sección 10032;Total;Todas las edades;2025;1.708
46 Valencia/València;46250 València;4625010033 València sección 10033;Total;Todas las edades;2025;1.211
46 Valencia/València;46250 València;4625010034 València sección 10034;Total;Todas las edades;2025;1.548
46 Valencia/València;46250 València;4625010035 València sección 10035;Total;Todas las edades;2025;1.140
46 Valencia/València;46250 València;4625010036 València sección 10036;Total;Todas las edades;2025;1.019
46 Valencia/València;46250 València;4625010037 València sección 10037;Total;Todas las edades;2025;1.136
46 Valencia/València;46250 València;4625010039 València sección 10039;Total;Todas las edades;2025;2.770
46 Valencia/València;46250 València;4625010040 València sección 10040;Total;Todas las edades;2025;1.963
46 Valencia/València;46250 València;4625010041 València sección 10041;Total;Todas las edades;2025;873
46 Valencia/València;46250 València;4625010043 València sección 10043;Total;Todas las edades;2025;2.723
46 Valencia/València;46250 València;4625010044 València sección 10044;Total;Todas las edades;2025;1.268
46 Valencia/València;46250 València;4625010045 València sección 10045;Total;Todas las edades;2025;797
46 Valencia/València;46250 València;4625010046 València sección 10046;Total;Todas las edades;2025;910
46 Valencia/València;46250 València;4625010047 València sección 10047;Total;Todas las edades;2025;1.305
46 Valencia/València;46250 València;4625010048 València sección 10048;Total;Todas las edades;2025;2.224
46 Valencia/València;46250 València;4625010049 València sección 10049;Total;Todas las edades;2025;1.514
46 Valencia/València;46250 València;4625010050 València sección 10050;Total;Todas las edades;2025;1.211
46 Valencia/València;46250 València;4625010051 València sección 10051;Total;Todas las edades;2025;1.358
46 Valencia/València;46250 València;4625010052 València sección 10052;Total;Todas las edades;2025;2.137
46 Valencia/València;46250 València;4625010053 València sección 10053;Total;Todas las edades;2025;2.327
46 Valencia/València;46250 València;4625010054 València sección 10054;Total;Todas las edades;2025;3.263
46 Valencia/València;46250 València;4625010055 València sección 10055;Total;Todas las edades;2025;3.058
46 Valencia/València;46250 València;4625011001 València sección 11001;Total;Todas las edades;2025;1.674
46 Valencia/València;46250 València;4625011002 València sección 11002;Total;Todas las edades;2025;1.502
46 Valencia/València;46250 València;4625011004 València sección 11004;Total;Todas las edades;2025;1.299
46 Valencia/València;46250 València;4625011005 València sección 11005;Total;Todas las edades;2025;1.676
46 Valencia/València;46250 València;4625011006 València sección 11006;Total;Todas las edades;2025;1.272
46 Valencia/València;46250 València;4625011008 València sección 11008;Total;Todas las edades;2025;2.119
46 Valencia/València;46250 València;4625011009 València sección 11009;Total;Todas las edades;2025;2.428
46 Valencia/València;46250 València;4625011011 València sección 11011;Total;Todas las edades;2025;1.540
46 Valencia/València;46250 València;4625011012 València sección 11012;Total;Todas las edades;2025;1.755
46 Valencia/València;46250 València;4625011013 València sección 11013;Total;Todas las edades;2025;""
46 Valencia/València;46250 València;4625011015 València sección 11015;Total;Todas las edades;2025;867
46 Valencia/València;46250 València;4625011017 València sección 11017;Total;Todas las edades;2025;1.640
46 Valencia/València;46250 València;4625011018 València sección 11018;Total;Todas las edades;2025;""
46 Valencia/València;46250 València;4625011019 València sección 11019;Total;Todas las edades;2025;941
46 Valencia/València;46250 València;4625011021 València sección 11021;Total;Todas las edades;2025;1.168
46 Valencia/València;46250 València;4625011022 València sección 11022;Total;Todas las edades;2025;1.094
46 Valencia/València;46250 València;4625011024 València sección 11024;Total;Todas las edades;2025;845
46 Valencia/València;46250 València;4625011026 València sección 11026;Total;Todas las edades;2025;1.516
46 Valencia/València;46250 València;4625011028 València sección 11028;Total;Todas las edades;2025;1.471
46 Valencia/València;46250 València;4625011029 València sección 11029;Total;Todas las edades;2025;""
46 Valencia/València;46250 València;4625011030 València sección 11030;Total;Todas las edades;2025;1.214
46 Valencia/València;46250 València;4625011031 València sección 11031;Total;Todas las edades;2025;963
46 Valencia/València;46250 València;4625011032 València sección 11032;Total;Todas las edades;2025;1.181
46 Valencia/València;46250 València;4625011033 València sección 11033;Total;Todas las edades;2025;1.803
46 Valencia/València;46250 València;4625011034 València sección 11034;Total;Todas las edades;2025;1.586
46 Valencia/València;46250 València;4625011035 València sección 11035;Total;Todas las edades;2025;1.056
46 Valencia/València;46250 València;4625011036 València sección 11036;Total;Todas las edades;2025;953
46 Valencia/València;46250 València;4625011037 València sección 11037;Total;Todas las edades;2025;978
46 Valencia/València;46250 València;4625011038 València sección 11038;Total;Todas las edades;2025;1.433
46 Valencia/València;46250 València;4625011039 València sección 11039;Total;Todas las edades;2025;1.311
46 Valencia/València;46250 València;4625011040 València sección 11040;Total;Todas las edades;2025;1.112
46 Valencia/València;46250 València;4625011041 València sección 11041;Total;Todas las edades;2025;2.474
46 Valencia/València;46250 València;4625011042 València sección 11042;Total;Todas las edades;2025;1.299
46 Valencia/València;46250 València;4625011044 València sección 11044;Total;Todas las edades;2025;1.055
46 Valencia/València;46250 València;4625011045 València sección 11045;Total;Todas las edades;2025;1.120
46 Valencia/València;46250 València;4625011046 València sección 11046;Total;Todas las edades;2025;1.625
46 Valencia/València;46250 València;4625011047 València sección 11047;Total;Todas las edades;2025;1.567
46 Valencia/València;46250 València;4625011048 València sección 11048;Total;Todas las edades;2025;1.276
46 Valencia/València;46250 València;4625011050 València sección 11050;Total;Todas las edades;2025;1.246
46 Valencia/València;46250 València;4625011051 València sección 11051;Total;Todas las edades;2025;1.103
46 Valencia/València;46250 València;4625011052 València sección 11052;Total;Todas las edades;2025;1.868
46 Valencia/València;46250 València;4625011053 València sección 11053;Total;Todas las edades;2025;1.777
46 Valencia/València;46250 València;4625011054 València sección 11054;Total;Todas las edades;2025;1.192
46 Valencia/València;46250 València;4625011055 València sección 11055;Total;Todas las edades;2025;1.428
46 Valencia/València;46250 València;4625012001 València sección 12001;Total;Todas las edades;2025;1.909
46 Valencia/València;46250 València;4625012002 València sección 12002;Total;Todas las edades;2025;1.287
46 Valencia/València;46250 València;4625012003 València sección 12003;Total;Todas las edades;2025;1.595
46 Valencia/València;46250 València;4625012006 València sección 12006;Total;Todas las edades;2025;2.074
46 Valencia/València;46250 València;4625012008 València sección 12008;Total;Todas las edades;2025;1.318
46 Valencia/València;46250 València;4625012009 València sección 12009;Total;Todas las edades;2025;1.030
46 Valencia/València;46250 València;4625012010 València sección 12010;Total;Todas las edades;2025;1.444
46 Valencia/València;46250 València;4625012011 València sección 12011;Total;Todas las edades;2025;1.096
46 Valencia/València;46250 València;4625012012 València sección 12012;Total;Todas las edades;2025;1.668
46 Valencia/València;46250 València;4625012013 València sección 12013;Total;Todas las edades;2025;2.165
46 Valencia/València;46250 València;4625012014 València sección 12014;Total;Todas las edades;2025;1.777
46 Valencia/València;46250 València;4625012015 València sección 12015;Total;Todas las edades;2025;1.263
46 Valencia/València;46250 València;4625012016 València sección 12016;Total;Todas las edades;2025;1.884
46 Valencia/València;46250 València;4625012018 València sección 12018;Total;Todas las edades;2025;1.443
46 Valencia/València;46250 València;4625012019 València sección 12019;Total;Todas las edades;2025;1.232
46 Valencia/València;46250 València;4625012020 València sección 12020;Total;Todas las edades;2025;1.199
46 Valencia/València;46250 València;4625012021 València sección 12021;Total;Todas las edades;2025;2.047
46 Valencia/València;46250 València;4625012023 València sección 12023;Total;Todas las edades;2025;1.202
46 Valencia/València;46250 València;4625012024 València sección 12024;Total;Todas las edades;2025;1.882
46 Valencia/València;46250 València;4625012025 València sección 12025;Total;Todas las edades;2025;2.403
46 Valencia/València;46250 València;4625012026 València sección 12026;Total;Todas las edades;2025;1.411
46 Valencia/València;46250 València;4625012027 València sección 12027;Total;Todas las edades;2025;1.270
46 Valencia/València;46250 València;4625012028 València sección 12028;Total;Todas las edades;2025;1.620
46 Valencia/València;46250 València;4625012029 València sección 12029;Total;Todas las edades;2025;1.426
46 Valencia/València;46250 València;4625012030 València sección 12030;Total;Todas las edades;2025;1.563
46 Valencia/València;46250 València;4625012031 València sección 12031;Total;Todas las edades;2025;1.409
46 Valencia/València;46250 València;4625012032 València sección 12032;Total;Todas las edades;2025;985
46 Valencia/València;46250 València;4625012033 València sección 12033;Total;Todas las edades;2025;1.409
46 Valencia/València;46250 València;4625012034 València sección 12034;Total;Todas las edades;2025;1.091
46 Valencia/València;46250 València;4625012035 València sección 12035;Total;Todas las edades;2025;958
46 Valencia/València;46250 València;4625012036 València sección 12036;Total;Todas las edades;2025;1.471
46 Valencia/València;46250 València;4625012037 València sección 12037;Total;Todas las edades;2025;2.591
46 Valencia/València;46250 València;4625012038 València sección 12038;Total;Todas las edades;2025;1.922
46 Valencia/València;46250 València;4625012039 València sección 12039;Total;Todas las edades;2025;1.467
46 Valencia/València;46250 València;4625012040 València sección 12040;Total;Todas las edades;2025;1.774
46 Valencia/València;46250 València;4625012041 València sección 12041;Total;Todas las edades;2025;2.432
46 Valencia/València;46250 València;4625012042 València sección 12042;Total;Todas las edades;2025;1.492
46 Valencia/València;46250 València;4625012043 València sección 12043;Total;Todas las edades;2025;1.205
46 Valencia/València;46250 València;4625012044 València sección 12044;Total;Todas las edades;2025;1.563
46 Valencia/València;46250 València;4625012045 València sección 12045;Total;Todas las edades;2025;2.101
46 Valencia/València;46250 València;4625012046 València sección 12046;Total;Todas las edades;2025;1.925
46 Valencia/València;46250 València;4625012047 València sección 12047;Total;Todas las edades;2025;1.039
46 Valencia/València;46250 València;4625012048 València sección 12048;Total;Todas las edades;2025;1.713
46 Valencia/València;46250 València;4625013001 València sección 13001;Total;Todas las edades;2025;1.907
46 Valencia/València;46250 València;4625013002 València sección 13002;Total;Todas las edades;2025;2.034
46 Valencia/València;46250 València;4625013003 València sección 13003;Total;Todas las edades;2025;775
46 Valencia/València;46250 València;4625013004 València sección 13004;Total;Todas las edades;2025;1.254
46 Valencia/València;46250 València;4625013005 València sección 13005;Total;Todas las edades;2025;1.457
46 Valencia/València;46250 València;4625013007 València sección 13007;Total;Todas las edades;2025;915
46 Valencia/València;46250 València;4625013008 València sección 13008;Total;Todas las edades;2025;1.343
46 Valencia/València;46250 València;4625013009 València sección 13009;Total;Todas las edades;2025;935
46 Valencia/València;46250 València;4625013010 València sección 13010;Total;Todas las edades;2025;1.354
46 Valencia/València;46250 València;4625013011 València sección 13011;Total;Todas las edades;2025;706
46 Valencia/València;46250 València;4625013012 València sección 13012;Total;Todas las edades;2025;1.948
46 Valencia/València;46250 València;4625013013 València sección 13013;Total;Todas las edades;2025;871
46 Valencia/València;46250 València;4625013014 València sección 13014;Total;Todas las edades;2025;1.531
46 Valencia/València;46250 València;4625013015 València sección 13015;Total;Todas las edades;2025;1.035
46 Valencia/València;46250 València;4625013016 València sección 13016;Total;Todas las edades;2025;1.955
46 Valencia/València;46250 València;4625013017 València sección 13017;Total;Todas las edades;2025;1.376
46 Valencia/València;46250 València;4625013019 València sección 13019;Total;Todas las edades;2025;964
46 Valencia/València;46250 València;4625013020 València sección 13020;Total;Todas las edades;2025;753
46 Valencia/València;46250 València;4625013021 València sección 13021;Total;Todas las edades;2025;1.088
46 Valencia/València;46250 València;4625013022 València sección 13022;Total;Todas las edades;2025;1.190
46 Valencia/València;46250 València;4625013023 València sección 13023;Total;Todas las edades;2025;1.598
46 Valencia/València;46250 València;4625013024 València sección 13024;Total;Todas las edades;2025;1.711
46 Valencia/València;46250 València;4625013025 València sección 13025;Total;Todas las edades;2025;1.940
46 Valencia/València;46250 València;4625013026 València sección 13026;Total;Todas las edades;2025;1.033
46 Valencia/València;46250 València;4625013027 València sección 13027;Total;Todas las edades;2025;1.551
46 Valencia/València;46250 València;4625013028 València sección 13028;Total;Todas las edades;2025;1.360
46 Valencia/València;46250 València;4625013029 València sección 13029;Total;Todas las edades;2025;864
46 Valencia/València;46250 València;4625013030 València sección 13030;Total;Todas las edades;2025;1.055
46 Valencia/València;46250 València;4625014001 València sección 14001;Total;Todas las edades;2025;1.920
46 Valencia/València;46250 València;4625014002 València sección 14002;Total;Todas las edades;2025;2.254
46 Valencia/València;46250 València;4625014003 València sección 14003;Total;Todas las edades;2025;""
46 Valencia/València;46250 València;4625014004 València sección 14004;Total;Todas las edades;2025;1.158
46 Valencia/València;46250 València;4625014005 València sección 14005;Total;Todas las edades;2025;967
46 Valencia/València;46250 València;4625014006 València sección 14006;Total;Todas las edades;2025;1.109
46 Valencia/València;46250 València;4625014007 València sección 14007;Total;Todas las edades;2025;1.021
46 Valencia/València;46250 València;4625014008 València sección 14008;Total;Todas las edades;2025;997
46 Valencia/València;46250 València;4625014009 València sección 14009;Total;Todas las edades;2025;1.234
46 Valencia/València;46250 València;4625014010 València sección 14010;Total;Todas las edades;2025;1.564
46 Valencia/València;46250 València;4625014012 València sección 14012;Total;Todas las edades;2025;1.023
46 Valencia/València;46250 València;4625014013 València sección 14013;Total;Todas las edades;2025;1.480
46 Valencia/València;46250 València;4625014014 València sección 14014;Total;Todas las edades;2025;1.193
46 Valencia/València;46250 València;4625014015 València sección 14015;Total;Todas las edades;2025;1.215
46 Valencia/València;46250 València;4625014016 València sección 14016;Total;Todas las edades;2025;1.534
46 Valencia/València;46250 València;4625014018 València sección 14018;Total;Todas las edades;2025;1.406
46 Valencia/València;46250 València;4625014019 València sección 14019;Total;Todas las edades;2025;1.695
46 Valencia/València;46250 València;4625014020 València sección 14020;Total;Todas las edades;2025;2.206
46 Valencia/València;46250 València;4625014021 València sección 14021;Total;Todas las edades;2025;1.346
46 Valencia/València;46250 València;4625014022 València sección 14022;Total;Todas las edades;2025;932
46 Valencia/València;46250 València;4625014023 València sección 14023;Total;Todas las edades;2025;978
46 Valencia/València;46250 València;4625014024 València sección 14024;Total;Todas las edades;2025;1.243
46 Valencia/València;46250 València;4625015001 València sección 15001;Total;Todas las edades;2025;1.278
46 Valencia/València;46250 València;4625015002 València sección 15002;Total;Todas las edades;2025;1.106
46 Valencia/València;46250 València;4625015003 València sección 15003;Total;Todas las edades;2025;1.247
46 Valencia/València;46250 València;4625015004 València sección 15004;Total;Todas las edades;2025;1.060
46 Valencia/València;46250 València;4625015005 València sección 15005;Total;Todas las edades;2025;1.809
46 Valencia/València;46250 València;4625015006 València sección 15006;Total;Todas las edades;2025;1.659
46 Valencia/València;46250 València;4625015007 València sección 15007;Total;Todas las edades;2025;1.190
46 Valencia/València;46250 València;4625015008 València sección 15008;Total;Todas las edades;2025;1.524
46 Valencia/València;46250 València;4625015010 València sección 15010;Total;Todas las edades;2025;1.349
46 Valencia/València;46250 València;4625015011 València sección 15011;Total;Todas las edades;2025;1.304
46 Valencia/València;46250 València;4625015012 València sección 15012;Total;Todas las edades;2025;1.568
46 Valencia/València;46250 València;4625015013 València sección 15013;Total;Todas las edades;2025;1.305
46 Valencia/València;46250 València;4625015014 València sección 15014;Total;Todas las edades;2025;1.558
46 Valencia/València;46250 València;4625015015 València sección 15015;Total;Todas las edades;2025;1.642
46 Valencia/València;46250 València;4625015016 València sección 15016;Total;Todas las edades;2025;1.683
46 Valencia/València;46250 València;4625015017 València sección 15017;Total;Todas las edades;2025;1.587
46 Valencia/València;46250 València;4625015018 València sección 15018;Total;Todas las edades;2025;2.038
46 Valencia/València;46250 València;4625015019 València sección 15019;Total;Todas las edades;2025;1.071
46 Valencia/València;46250 València;4625015020 València sección 15020;Total;Todas las edades;2025;1.569
46 Valencia/València;46250 València;4625015021 València sección 15021;Total;Todas las edades;2025;2.331
46 Valencia/València;46250 València;4625015022 València sección 15022;Total;Todas las edades;2025;1.548
46 Valencia/València;46250 València;4625015023 València sección 15023;Total;Todas las edades;2025;1.591
46 Valencia/València;46250 València;4625015024 València sección 15024;Total;Todas las edades;2025;1.716
46 Valencia/València;46250 València;4625015025 València sección 15025;Total;Todas las edades;2025;1.515
46 Valencia/València;46250 València;4625015026 València sección 15026;Total;Todas las edades;2025;1.516
46 Valencia/València;46250 València;4625015027 València sección 15027;Total;Todas las edades;2025;1.055
46 Valencia/València;46250 València;4625015028 València sección 15028;Total;Todas las edades;2025;1.218
46 Valencia/València;46250 València;4625015029 València sección 15029;Total;Todas las edades;2025;1.054
46 Valencia/València;46250 València;4625015030 València sección 15030;Total;Todas las edades;2025;1.909
46 Valencia/València;46250 València;4625015031 València sección 15031;Total;Todas las edades;2025;974
46 Valencia/València;46250 València;4625015032 València sección 15032;Total;Todas las edades;2025;971
46 Valencia/València;46250 València;4625015033 València sección 15033;Total;Todas las edades;2025;1.322
46 Valencia/València;46250 València;4625015034 València sección 15034;Total;Todas las edades;2025;1.863
46 Valencia/València;46250 València;4625015035 València sección 15035;Total;Todas las edades;2025;1.539
46 Valencia/València;46250 València;4625015036 València sección 15036;Total;Todas las edades;2025;1.216
46 Valencia/València;46250 València;4625015037 València sección 15037;Total;Todas las edades;2025;1.848
46 Valencia/València;46250 València;4625015038 València sección 15038;Total;Todas las edades;2025;2.290
46 Valencia/València;46250 València;4625015039 València sección 15039;Total;Todas las edades;2025;1.329
46 Valencia/València;46250 València;4625015040 València sección 15040;Total;Todas las edades;2025;1.539
46 Valencia/València;46250 València;4625016001 València sección 16001;Total;Todas las edades;2025;1.682
46 Valencia/València;46250 València;4625016002 València sección 16002;Total;Todas las edades;2025;1.979
46 Valencia/València;46250 València;4625016003 València sección 16003;Total;Todas las edades;2025;1.973
46 Valencia/València;46250 València;4625016004 València sección 16004;Total;Todas las edades;2025;873
46 Valencia/València;46250 València;4625016005 València sección 16005;Total;Todas las edades;2025;1.770
46 Valencia/València;46250 València;4625016006 València sección 16006;Total;Todas las edades;2025;2.029
46 Valencia/València;46250 València;4625016008 València sección 16008;Total;Todas las edades;2025;1.739
46 Valencia/València;46250 València;4625016009 València sección 16009;Total;Todas las edades;2025;1.346
46 Valencia/València;46250 València;4625016010 València sección 16010;Total;Todas las edades;2025;1.154
46 Valencia/València;46250 València;4625016011 València sección 16011;Total;Todas las edades;2025;1.486
46 Valencia/València;46250 València;4625016012 València sección 16012;Total;Todas las edades;2025;1.052
46 Valencia/València;46250 València;4625016013 València sección 16013;Total;Todas las edades;2025;1.461
46 Valencia/València;46250 València;4625016014 València sección 16014;Total;Todas las edades;2025;1.338
46 Valencia/València;46250 València;4625016015 València sección 16015;Total;Todas las edades;2025;1.465
46 Valencia/València;46250 València;4625016016 València sección 16016;Total;Todas las edades;2025;1.332
46 Valencia/València;46250 València;4625016017 València sección 16017;Total;Todas las edades;2025;1.904
46 Valencia/València;46250 València;4625016018 València sección 16018;Total;Todas las edades;2025;901
46 Valencia/València;46250 València;4625016019 València sección 16019;Total;Todas las edades;2025;1.907
46 Valencia/València;46250 València;4625016020 València sección 16020;Total;Todas las edades;2025;1.629
46 Valencia/València;46250 València;4625016021 València sección 16021;Total;Todas las edades;2025;1.376
46 Valencia/València;46250 València;4625016022 València sección 16022;Total;Todas las edades;2025;1.092
46 Valencia/València;46250 València;4625016023 València sección 16023;Total;Todas las edades;2025;2.527
46 Valencia/València;46250 València;4625016024 València sección 16024;Total;Todas las edades;2025;1.437
46 Valencia/València;46250 València;4625016025 València sección 16025;Total;Todas las edades;2025;1.255
46 Valencia/València;46250 València;4625016026 València sección 16026;Total;Todas las edades;2025;1.443
46 Valencia/València;46250 València;4625016027 València sección 16027;Total;Todas las edades;2025;1.344
46 Valencia/València;46250 València;4625016028 València sección 16028;Total;Todas las edades;2025;1.343
46 Valencia/València;46250 València;4625016029 València sección 16029;Total;Todas las edades;2025;2.016
46 Valencia/València;46250 València;4625016030 València sección 16030;Total;Todas las edades;2025;2.007
46 Valencia/València;46250 València;4625016031 València sección 16031;Total;Todas las edades;2025;1.567
46 Valencia/València;46250 València;4625016032 València sección 16032;Total;Todas las edades;2025;2.791
46 Valencia/València;46250 València;4625016033 València sección 16033;Total;Todas las edades;2025;1.925
46 Valencia/València;46250 València;4625017001 València sección 17001;Total;Todas las edades;2025;1.471
46 Valencia/València;46250 València;4625017002 València sección 17002;Total;Todas las edades;2025;738
46 Valencia/València;46250 València;4625017003 València sección 17003;Total;Todas las edades;2025;1.228
46 Valencia/València;46250 València;4625017006 València sección 17006;Total;Todas las edades;2025;1.342
46 Valencia/València;46250 València;4625017007 València sección 17007;Total;Todas las edades;2025;759
46 Valencia/València;46250 València;4625017008 València sección 17008;Total;Todas las edades;2025;1.360
46 Valencia/València;46250 València;4625018001 València sección 18001;Total;Todas las edades;2025;1.585
46 Valencia/València;46250 València;4625018002 València sección 18002;Total;Todas las edades;2025;1.107
46 Valencia/València;46250 València;4625018003 València sección 18003;Total;Todas las edades;2025;989
46 Valencia/València;46250 València;4625018004 València sección 18004;Total;Todas las edades;2025;2.434
46 Valencia/València;46250 València;4625018005 València sección 18005;Total;Todas las edades;2025;1.302
46 Valencia/València;46250 València;4625018006 València sección 18006;Total;Todas las edades;2025;1.562
46 Valencia/València;46250 València;4625018007 València sección 18007;Total;Todas las edades;2025;1.867
46 Valencia/València;46250 València;4625018008 València sección 18008;Total;Todas las edades;2025;2.050
46 Valencia/València;46250 València;4625018009 València sección 18009;Total;Todas las edades;2025;1.644
46 Valencia/València;46250 València;4625018010 València sección 18010;Total;Todas las edades;2025;1.036
46 Valencia/València;46250 València;4625019001 València sección 19001;Total;Todas las edades;2025;1.376
46 Valencia/València;46250 València;4625019002 València sección 19002;Total;Todas las edades;2025;759
46 Valencia/València;46250 València;4625019003 València sección 19003;Total;Todas las edades;2025;1.741
46 Valencia/València;46250 València;4625019004 València sección 19004;Total;Todas las edades;2025;1.246
46 Valencia/València;46250 València;4625019005 València sección 19005;Total;Todas las edades;2025;2.264
46 Valencia/València;46250 València;4625019006 València sección 19006;Total;Todas las edades;2025;1.852
46 Valencia/València;46250 València;4625019007 València sección 19007;Total;Todas las edades;2025;809
46 Valencia/València;46250 València;4625019008 València sección 19008;Total;Todas las edades;2025;2.066
46 Valencia/València;46250 València;4625019009 València sección 19009;Total;Todas las edades;2025;759
46 Valencia/València;46250 València;4625019011 València sección 19011;Total;Todas las edades;2025;1.066
46 Valencia/València;46250 València;4625019012 València sección 19012;Total;Todas las edades;2025;2.734
46 Valencia/València;46250 València;4625019013 València sección 19013;Total;Todas las edades;2025;1.705
46 Valencia/València;46250 València;4625019014 València sección 19014;Total;Todas las edades;2025;1.618
46 Valencia/València;46250 València;4625019015 València sección 19015;Total;Todas las edades;2025;1.091
46 Valencia/València;46250 València;4625019016 València sección 19016;Total;Todas las edades;2025;1.591
