ID,Company,Type,Infrastructure,Type Infrastructure,City,Zip Code,Location,Address,Latitude,Longitude,Company_raw,Type_raw,Infrastructure_raw,Type Infrastructure_raw,City_raw,Location_raw,Address_raw,Zip Code_raw,Import_Source,Import_Classification,Data_Quality_Flag,Record_Service_Type_Code,Record_Service_Type_Name,Type_Group_Code,Type_Group_Name,Company_Normalized,Location_Normalized,Address_Normalized,Location_Cluster_ID,Cluster_Record_Count,Cluster_Company_Count,Has_Locker,Has_PUDO,Has_Click_Collect,Has_Distribution_Center,Has_Last_Mile_Station,Has_Warehouse,Has_Convenience_Store,Has_Unknown,Cluster_Service_Type_Code,Cluster_Service_Type_Name,Cluster_Sharing_Type_Code,Cluster_Sharing_Type_Name,Cluster_Diameter_m,Cluster_Spatial_Confidence_Code,Cluster_Spatial_Confidence_Name,Cluster_Companies,Cluster_Review_Required
1197,SEUR,Convenience Stores,Privada,Premises,Barcelona,8029,Quick Mobile Fix,"Av. de Josep Tarradellas, 115",41.3888608118695,2.14292754899628,SEUR,Convenience stores,Private,Premises,Barcelona,Quick Mobile Fix,"Av. de Josep Tarradellas, 115",8029,,,,7,Convenience Store,1,PUDO,SEUR,QUICK MOBILE FIX,AV DE JOSEP TARRADELLAS 115,BAR_LOC_000959,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1198,SEUR,Locker,Privada,Parking,Barcelona,8029,Seur Lockers Pki Car Berll,"Carrer de Numància, 33",41.3826362926937,2.13963864697891,SEUR,Lockers,Private,Parking,Barcelona,Seur Lockers Pki Car Berll,"Carrer de Numància, 33",8029,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS PKI CAR BERLL,CARRER DE NUMANCIA 33,BAR_LOC_000300,3,3,True,False,False,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",17.1,2,Medium,InPost | SEUR | UPS,False
1199,SEUR,Convenience Stores,Privada,Premises,Barcelona,8029,Bioshop,"Carrer de Nicaragua, 49",41.3836644413716,2.14080506982453,SEUR,Convenience stores,Private,Premises,Barcelona,Bioshop,"Carrer de Nicaragua, 49",8029,,,,7,Convenience Store,1,PUDO,SEUR,BIOSHOP,CARRER DE NICARAGUA 49,BAR_LOC_000960,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1200,SEUR,Locker,Privada,Supermarket,Barcelona,8029,Seur Lockers Lidl Jardines,"Carrer de Nicaragua, 31",41.3832930396712,2.14142107431731,SEUR,Lockers,Private,Supermarket,Barcelona,Seur Lockers Lidl Jardines,"Carrer de Nicaragua, 31",8029,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS LIDL JARDINES,CARRER DE NICARAGUA 31,BAR_LOC_000961,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,SEUR,False
1201,SEUR,Locker,Privada,Parking,Barcelona,8029,Seur Lockers Saba Tarradel,"Av. de Josep Tarradellas, 139",41.3906250868108,2.14342548563944,SEUR,Lockers,Private,Parking,Barcelona,Seur Lockers Saba Tarradel,"Av. de Josep Tarradellas, 139",8029,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS SABA TARRADEL,AV DE JOSEP TARRADELLAS 139,BAR_LOC_000286,4,4,True,False,False,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",36.64,3,Review,Amazon | InPost | SEUR | UPS,True
1202,SEUR,Convenience Stores,Privada,Premises,Barcelona,8030,Phonmarcos,"Av. Meridiana, 478",41.4357573339181,2.18449907265458,SEUR,Convenience stores,Private,Premises,Barcelona,Phonmarcos,"Av. Meridiana, 478",8030,,,,7,Convenience Store,1,PUDO,SEUR,PHONMARCOS,AV MERIDIANA 478,BAR_LOC_000962,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1203,SEUR,Convenience Stores,Privada,Premises,Barcelona,8030,Graficas De Print,"Passeig de Torras i Bages, 81",41.4399383011327,2.19081547433286,SEUR,Convenience stores,Private,Premises,Barcelona,Graficas De Print,"Passeig de Torras i Bages, 81",8030,,,,7,Convenience Store,1,PUDO,SEUR,GRAFICAS DE PRINT,PASSEIG DE TORRAS I BAGES 81,BAR_LOC_000963,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",41.29,3,Review,Gls | SEUR,True
1204,SEUR,Convenience Stores,Privada,Premises,Barcelona,8030,Free 2 Movil,"Carrer Gran de Sant Andreu, 118",41.4311572998647,2.18982436527467,SEUR,Convenience stores,Private,Premises,Barcelona,Free 2 Movil,"Carrer Gran de Sant Andreu, 118",8030,,,,7,Convenience Store,1,PUDO,SEUR,FREE 2 MOVIL,CARRER GRAN DE SANT ANDREU 118,BAR_LOC_000964,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1205,SEUR,Convenience Stores,Privada,Premises,Barcelona,8030,Lencar Online,"Carrer d'Agustí i Milà, 14",41.4384181279851,2.18822193128616,SEUR,Convenience stores,Private,Premises,Barcelona,Lencar Online,"Carrer d'Agustí i Milà, 14",8030,,,,7,Convenience Store,1,PUDO,SEUR,LENCAR ONLINE,CARRER D AGUSTI I MILA 14,BAR_LOC_000965,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1206,SEUR,Locker,Privada,Supermarket,Barcelona,8030,Seur Lockers Lidl Andreu,"Carrer Gran de Sant Andreu, 410",41.4401007881096,2.18893294380778,SEUR,Lockers,Private,Supermarket,Barcelona,Seur Lockers Lidl Andreu,"Carrer Gran de Sant Andreu, 410",8030,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS LIDL ANDREU,CARRER GRAN DE SANT ANDREU 410,BAR_LOC_000966,2,2,True,False,True,False,False,False,False,False,7,Multiple services,4,"Multiple companies, multiple services",17.42,2,Medium,Pudo | SEUR,False
1207,SEUR,Convenience Stores,Privada,Premises,Barcelona,8030,Babu Bazar,"Calle Segre, 92",41.4312580899086,2.19457237690424,SEUR,Convenience stores,Private,Premises,Barcelona,Babu Bazar,"Calle Segre, 92",8030,,,,7,Convenience Store,1,PUDO,SEUR,BABU BAZAR,CALLE SEGRE 92,BAR_LOC_000967,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1208,SEUR,Locker,Privada,Premises,Barcelona,8030,Seur Lockers Pi Can Fabra,"Calle Segre, 30",41.4347679829472,2.19186864966642,SEUR,Lockers,Private,Premises,Barcelona,Seur Lockers Pi Can Fabra,"Calle Segre, 30",8030,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS PI CAN FABRA,CALLE SEGRE 30,BAR_LOC_000968,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,SEUR,False
1209,SEUR,Locker,Privada,Supermarket,Barcelona,8030,Seur Lockers Lidl Fabra I,"Pg. de Fabra i Puig, 25",41.4301585362746,2.18794150570408,SEUR,Lockers,Private,Supermarket,Barcelona,Seur Lockers Lidl Fabra I,"Pg. de Fabra i Puig, 25",8030,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS LIDL FABRA I,PG DE FABRA I PUIG 25,BAR_LOC_000969,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,SEUR,False
1210,SEUR,Locker,Privada,Supermarket,Barcelona,8030,Seur Lockers Lidl Bon Past,"C/ San Adrián, 154",41.4362247058719,2.20582288602003,SEUR,Lockers,Private,Supermarket,Barcelona,Seur Lockers Lidl Bon Past,"C/ San Adrián, 154",8030,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS LIDL BON PAST,C SAN ADRIAN 154,BAR_LOC_000970,2,2,True,False,True,False,False,False,False,False,7,Multiple services,4,"Multiple companies, multiple services",14.03,1,High,Pudo | SEUR,False
1211,SEUR,Locker,Pública,Parking,Barcelona,8030,Seur Lockers Bsm Sant Andr,"Carrer de les Monges, 6",41.4308456787232,2.18804915098718,SEUR,Lockers,Public,Parking,Barcelona,Seur Lockers Bsm Sant Andr,"Carrer de les Monges, 6",8030,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS BSM SANT ANDR,CARRER DE LES MONGES 6,BAR_LOC_000160,4,3,True,False,False,False,False,False,False,False,1,Locker only,3,"Multiple companies, single service",27.03,2,Medium,Amazon | InPost | SEUR,False
1212,SEUR,Convenience Stores,Privada,Premises,Barcelona,8030,Kevin Mobil,"Av. Meridiana, 408",41.4319500974068,2.18357789186564,SEUR,Convenience stores,Private,Premises,Barcelona,Kevin Mobil,"Av. Meridiana, 408",8030,,,,7,Convenience Store,1,PUDO,SEUR,KEVIN MOBIL,AV MERIDIANA 408,BAR_LOC_000971,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1213,SEUR,Convenience Stores,Privada,Premises,Barcelona,8030,Papeleria Hnos Bertran,"Carrer de l'Estadella, 72",41.4356131660795,2.20561780720074,SEUR,Convenience stores,Private,Premises,Barcelona,Papeleria Hnos Bertran,"Carrer de l'Estadella, 72",8030,,,,7,Convenience Store,1,PUDO,SEUR,PAPELERIA HNOS BERTRAN,CARRER DE L ESTADELLA 72,BAR_LOC_000310,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",38.79,3,Review,InPost | Nacex | SEUR | UPS,True
1214,SEUR,Convenience Stores,Privada,Premises,Barcelona,8031,Los Pirineos,"Carrer del Dr. Letamendi, 18",41.4350813703512,2.15980101835569,SEUR,Convenience stores,Private,Premises,Barcelona,Los Pirineos,"Carrer del Dr. Letamendi, 18",8031,,,,7,Convenience Store,1,PUDO,SEUR,LOS PIRINEOS,CARRER DEL DR LETAMENDI 18,BAR_LOC_000699,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",16.21,2,Medium,Amazon | Ctt Express | SEUR,False
1215,SEUR,Convenience Stores,Privada,Premises,Barcelona,8031,Areavape Horta,"Plaça d'Eivissa, 21",41.4304905165483,2.16128463084254,SEUR,Convenience stores,Private,Premises,Barcelona,Areavape Horta,"Plaça d'Eivissa, 21",8031,,,,7,Convenience Store,1,PUDO,SEUR,AREAVAPE HORTA,PLACA D EIVISSA 21,BAR_LOC_000320,6,6,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",57.81,3,Review,Celeritas | Dhl | InPost | Nacex | SEUR | UPS,True
1216,SEUR,Convenience Stores,Privada,Premises,Barcelona,8031,Sauc Salut,"Carrer de Cartellà, 93",41.4287820272968,2.17000994443068,SEUR,Convenience stores,Private,Premises,Barcelona,Sauc Salut,"Carrer de Cartellà, 93",8031,,,,7,Convenience Store,1,PUDO,SEUR,SAUC SALUT,CARRER DE CARTELLA 93,BAR_LOC_000972,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1217,SEUR,Convenience Stores,Privada,Premises,Barcelona,8031,Data Locutorio,"Carrer del Nil, 8",41.4348636688564,2.17191186379589,SEUR,Convenience stores,Private,Premises,Barcelona,Data Locutorio,"Carrer del Nil, 8",8031,,,,7,Convenience Store,1,PUDO,SEUR,DATA LOCUTORIO,CARRER DEL NIL 8,BAR_LOC_000973,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1218,SEUR,Locker,Privada,Supermarket,Barcelona,8031,Seur Lockers Caprabo Carte,"Carrer de Cartellà, 87",41.428469482309,2.17035068794139,SEUR,Lockers,Private,Supermarket,Barcelona,Seur Lockers Caprabo Carte,"Carrer de Cartellà, 87",8031,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS CAPRABO CARTE,CARRER DE CARTELLA 87,BAR_LOC_000974,3,3,True,False,True,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",24.22,2,Medium,Pudo | SEUR | UPS,False
1219,SEUR,Convenience Stores,Privada,Kiosk,Barcelona,8031,Quiosco,"Pg. d'Urrutia, 92",41.434923487832,2.16969266071855,SEUR,Convenience stores,Private,Kiosk,Barcelona,Quiosco,"Pg. d'Urrutia, 92",8031,,,,7,Convenience Store,1,PUDO,SEUR,QUIOSCO,PG D URRUTIA 92,BAR_LOC_000700,3,3,True,False,False,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",56.59,3,Review,Amazon | Ctt Express | SEUR,True
1220,SEUR,Locker,Privada,Parking,Barcelona,8031,Seur Lockers Pki Mercat De,"Carrer de Miquel Ferrà, 2",41.4304334524243,2.17300003146569,SEUR,Lockers,Private,Parking,Barcelona,Seur Lockers Pki Mercat De,"Carrer de Miquel Ferrà, 2",8031,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS PKI MERCAT DE,CARRER DE MIQUEL FERRA 2,BAR_LOC_000975,2,2,True,False,False,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",11.64,1,High,SEUR | UPS,False
1221,SEUR,Convenience Stores,Privada,Premises,Barcelona,8031,Imprimax,"Carrer de Pitàgores, 1",41.4282036957902,2.16510326314862,SEUR,Convenience stores,Private,Premises,Barcelona,Imprimax,"Carrer de Pitàgores, 1",8031,,,,7,Convenience Store,1,PUDO,SEUR,IMPRIMAX,CARRER DE PITAGORES 1,BAR_LOC_000318,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",2.0,1,High,InPost | SEUR,False
1222,SEUR,Convenience Stores,Privada,Premises,Barcelona,8032,Paraaso Movil,"Passeig de la Mare de Déu del Coll, 160",41.4213896291871,2.14960760498174,SEUR,Convenience stores,Private,Premises,Barcelona,Paraaso Movil,"Passeig de la Mare de Déu del Coll, 160",8032,,,,7,Convenience Store,1,PUDO,SEUR,PARAASO MOVIL,PASSEIG DE LA MARE DE DEU DEL COLL 160,BAR_LOC_000330,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",65.04,3,Review,Ctt Express | InPost | SEUR | UPS,True
1223,SEUR,Convenience Stores,Privada,Premises,Barcelona,8032,Kamay Centro De Uã±As Y Es,"Carrer de la Conca de Tremp, 29",41.4233091082287,2.15580070321204,SEUR,Convenience stores,Private,Premises,Barcelona,Kamay Centro De Uã±As Y Es,"Carrer de la Conca de Tremp, 29",8032,,,,7,Convenience Store,1,PUDO,SEUR,KAMAY CENTRO DE UA AS Y ES,CARRER DE LA CONCA DE TREMP 29,BAR_LOC_000976,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1224,SEUR,Convenience Stores,Privada,Premises,Barcelona,8032,Copies Mil,"Carrer dels Periodistes, 7",41.42205207432,2.1745433466637,SEUR,Convenience stores,Private,Premises,Barcelona,Copies Mil,"Carrer dels Periodistes, 7",8032,,,,7,Convenience Store,1,PUDO,SEUR,COPIES MIL,CARRER DELS PERIODISTES 7,BAR_LOC_000977,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1225,SEUR,Convenience Stores,Privada,Premises,Barcelona,8032,Shabeem Movil,"C. de Lisboa, 26",41.4298212370272,2.15802680570459,SEUR,Convenience stores,Private,Premises,Barcelona,Shabeem Movil,"C. de Lisboa, 26",8032,,,,7,Convenience Store,1,PUDO,SEUR,SHABEEM MOVIL,C DE LISBOA 26,BAR_LOC_000978,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",41.26,3,Review,Ctt Express | SEUR,True
1226,SEUR,Convenience Stores,Privada,Premises,Barcelona,8032,Mobile Tech.,"Carrer d'Horta, 67",41.4314624766127,2.1600980926818,SEUR,Convenience stores,Private,Premises,Barcelona,Mobile Tech.,"Carrer d'Horta, 67",8032,,,,7,Convenience Store,1,PUDO,SEUR,MOBILE TECH,CARRER D HORTA 67,BAR_LOC_000979,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1227,SEUR,Convenience Stores,Privada,Premises,Barcelona,8032,Tienda De Moviles,"Carrer de Sigüenza, 8",41.4250647816754,2.15571623555419,SEUR,Convenience stores,Private,Premises,Barcelona,Tienda De Moviles,"Carrer de Sigüenza, 8",8032,,,,7,Convenience Store,1,PUDO,SEUR,TIENDA DE MOVILES,CARRER DE SIGUENZA 8,BAR_LOC_000980,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1228,SEUR,Convenience Stores,Privada,Premises,Barcelona,8032,Tangerino Mobils.,"Carrer de Dante Alighieri, 150",41.4260551345636,2.15379110703589,SEUR,Convenience stores,Private,Premises,Barcelona,Tangerino Mobils.,"Carrer de Dante Alighieri, 150",8032,,,,7,Convenience Store,1,PUDO,SEUR,TANGERINO MOBILS,CARRER DE DANTE ALIGHIERI 150,BAR_LOC_000981,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",59.16,3,Review,Ctt Express | SEUR | UPS,True
1229,SEUR,Convenience Stores,Privada,Premises,Barcelona,8033,Gs Envios Avenida Rasos,"Av. dels Rasos de Peguera, 11",41.4615085311239,2.17828429076,SEUR,Convenience stores,Private,Premises,Barcelona,Gs Envios Avenida Rasos,"Av. dels Rasos de Peguera, 11",8033,,,,7,Convenience Store,1,PUDO,SEUR,GS ENVIOS AVENIDA RASOS,AV DELS RASOS DE PEGUERA 11,BAR_LOC_000361,2,2,True,False,False,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",3.74,1,High,InPost | SEUR,False
1230,SEUR,Convenience Stores,Privada,Premises,Barcelona,8033,Bazar Saith,"Carrer de Finestrelles, 52",41.4524605273935,2.19059886379787,SEUR,Convenience stores,Private,Premises,Barcelona,Bazar Saith,"Carrer de Finestrelles, 52",8033,,,,7,Convenience Store,1,PUDO,SEUR,BAZAR SAITH,CARRER DE FINESTRELLES 52,BAR_LOC_000357,7,6,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",7.93,1,High,Amazon | Ctt Express | InPost | Nacex | SEUR | UPS,False
1231,SEUR,Convenience Stores,Privada,Premises,Barcelona,8033,Estanc 314,"Carrer de la Mare de Déu de Lorda, 17",41.4510828077192,2.19142486066222,SEUR,Convenience stores,Private,Premises,Barcelona,Estanc 314,"Carrer de la Mare de Déu de Lorda, 17",8033,,,,7,Convenience Store,1,PUDO,SEUR,ESTANC 314,CARRER DE LA MARE DE DEU DE LORDA 17,BAR_LOC_000725,3,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",6.76,1,High,Amazon | Ctt Express | SEUR,False
1232,SEUR,Convenience Stores,Privada,Premises,Barcelona,8033,Traddy Coaliment,"Torrent de Tapioles, 25",41.4636130700985,2.18356469822826,SEUR,Convenience stores,Private,Premises,Barcelona,Traddy Coaliment,"Torrent de Tapioles, 25",8033,,,,7,Convenience Store,1,PUDO,SEUR,TRADDY COALIMENT,TORRENT DE TAPIOLES 25,BAR_LOC_000359,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",1.76,1,High,InPost | SEUR,False
1233,SEUR,Convenience Stores,Privada,Supermarket,Barcelona,8034,Seur Caprabo Senillosa,"Pje. de Senillosa, 8",41.3956531203362,2.1246377177827,SEUR,Convenience stores,Private,Supermarket,Barcelona,Seur Caprabo Senillosa,"Pje. de Senillosa, 8",8034,,,,7,Convenience Store,1,PUDO,SEUR,SEUR CAPRABO SENILLOSA,PJE DE SENILLOSA 8,BAR_LOC_000982,3,3,False,False,True,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",48.0,3,Review,Pudo | SEUR | UPS,True
1234,SEUR,Locker,Privada,Parking,Barcelona,8034,Seur Lockers Saba Clinic,"Passeig de Manuel Girona, 29",41.3914190668057,2.12346826508529,SEUR,Lockers,Private,Parking,Barcelona,Seur Lockers Saba Clinic,"Passeig de Manuel Girona, 29",8034,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS SABA CLINIC,PASSEIG DE MANUEL GIRONA 29,BAR_LOC_000338,4,4,True,False,True,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",44.66,3,Review,InPost | Pudo | SEUR | UPS,True
1235,SEUR,Convenience Stores,Privada,Premises,Barcelona,8034,Paper Groc,"C. del Sagrado Corazón, 19",41.4006227598816,2.11932426392769,SEUR,Convenience stores,Private,Premises,Barcelona,Paper Groc,"C. del Sagrado Corazón, 19",8034,,,,7,Convenience Store,1,PUDO,SEUR,PAPER GROC,C DEL SAGRADO CORAZON 19,BAR_LOC_000333,4,4,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",21.26,2,Medium,Amazon | InPost | Nacex | SEUR,False
1236,SEUR,Locker,Privada,Parking,Barcelona,8034,Seur Lockers Pki Upc Campu,"C. de Jorge Girona, 29",41.3890402144299,2.11424121717037,SEUR,Lockers,Private,Parking,Barcelona,Seur Lockers Pki Upc Campu,"C. de Jorge Girona, 29",8034,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS PKI UPC CAMPU,C DE JORGE GIRONA 29,BAR_LOC_000983,3,2,True,False,False,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",8.01,1,High,SEUR | UPS,False
1237,SEUR,Convenience Stores,Privada,Premises,Barcelona,8034,Alfambra,"Carrer de l'Alfambra, 16",41.3869231337195,2.11256150505865,SEUR,Convenience stores,Private,Premises,Barcelona,Alfambra,"Carrer de l'Alfambra, 16",8034,,,,7,Convenience Store,1,PUDO,SEUR,ALFAMBRA,CARRER DE L ALFAMBRA 16,BAR_LOC_000984,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1238,SEUR,Locker,Privada,Parking,Barcelona,8034,Seur Lockers Pki Upc Campu,"C. de Jorge Girona, 29",41.3889758197704,2.11428413016159,SEUR,Lockers,Private,Parking,Barcelona,Seur Lockers Pki Upc Campu,"C. de Jorge Girona, 29",8034,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS PKI UPC CAMPU,C DE JORGE GIRONA 29,BAR_LOC_000983,3,2,True,False,False,False,False,False,True,False,7,Multiple services,4,"Multiple companies, multiple services",8.01,1,High,SEUR | UPS,False
1239,SEUR,Locker,Privada,Premises,Barcelona,8034,Estanco Alro,"C/ del Dr. Ferrán, 24",41.3908411064694,2.12436824768227,SEUR,Lockers,Private,Premises,Barcelona,Estanco Alro,"C/ del Dr. Ferrán, 24",8034,,,,1,Locker,1,PUDO,SEUR,ESTANCO ALRO,C DEL DR FERRAN 24,BAR_LOC_000985,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,SEUR,False
1240,SEUR,Convenience Stores,Privada,Premises,Barcelona,8034,Mister Movil,"C. de Judea, 3",41.4248953086665,2.14065554623263,SEUR,Convenience stores,Private,Premises,Barcelona,Mister Movil,"C. de Judea, 3",8034,,,,7,Convenience Store,1,PUDO,SEUR,MISTER MOVIL,C DE JUDEA 3,BAR_LOC_000730,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",19.23,2,Medium,Amazon | SEUR,False
1241,SEUR,Convenience Stores,Privada,Premises,Barcelona,8034,Ferreteria Fecra,"Carrer d'Arenys, 32",41.422072653647,2.14342547458793,SEUR,Convenience stores,Private,Premises,Barcelona,Ferreteria Fecra,"Carrer d'Arenys, 32",8034,,,,7,Convenience Store,1,PUDO,SEUR,FERRETERIA FECRA,CARRER D ARENYS 32,BAR_LOC_000367,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",9.74,1,High,InPost | SEUR,False
1242,SEUR,Convenience Stores,Privada,Supermarket,Barcelona,8034,Supermercado Benlliure,"C. de Benlliure, 19",41.4316910097177,2.14187900073627,SEUR,Convenience stores,Private,supermarket,Barcelona,Supermercado Benlliure,"C. de Benlliure, 19",8034,,,,7,Convenience Store,1,PUDO,SEUR,SUPERMERCADO BENLLIURE,C DE BENLLIURE 19,BAR_LOC_000986,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",23.6,2,Medium,Ctt Express | SEUR,False
1243,SEUR,Convenience Stores,Privada,Premises,Barcelona,8036,Tinta Color,"Carrer d'Aribau, 114",41.3908762235992,2.15650193458312,SEUR,Convenience stores,Private,Premises,Barcelona,Tinta Color,"Carrer d'Aribau, 114",8036,,,,7,Convenience Store,1,PUDO,SEUR,TINTA COLOR,CARRER D ARIBAU 114,BAR_LOC_000987,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1244,SEUR,Locker,Privada,Parking,Barcelona,8036,Seur Lockers Parking Saba,"Carrer de Londres, 56",41.3911860252767,2.14774350505909,SEUR,Lockers,Private,Parking,Barcelona,Seur Lockers Parking Saba,"Carrer de Londres, 56",8036,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS PARKING SABA,CARRER DE LONDRES 56,BAR_LOC_000298,4,4,True,False,True,False,False,False,False,False,7,Multiple services,4,"Multiple companies, multiple services",32.42,3,Review,Amazon | InPost | Pudo | SEUR,True
1245,SEUR,Locker,Privada,Parking,Barcelona,8036,Seur Lockers Pki Provenca,"C. de Provença, 165",41.3904127213441,2.15534027809434,SEUR,Lockers,Private,Parking,Barcelona,Seur Lockers Pki Provenca,"C. de Provença, 165",8036,,,,1,Locker,1,PUDO,SEUR,SEUR LOCKERS PKI PROVENCA,C DE PROVENCA 165,BAR_LOC_000988,2,2,True,False,True,False,False,False,False,False,7,Multiple services,4,"Multiple companies, multiple services",6.46,1,High,Pudo | SEUR,False
1246,SEUR,Convenience Stores,Privada,Premises,Barcelona,8036,Clinic Techonologic Casan,"Carrer de Casanova, 189",41.3930384327806,2.14879201476112,SEUR,Convenience stores,Private,Premises,Barcelona,Clinic Techonologic Casan,"Carrer de Casanova, 189",8036,,,,7,Convenience Store,1,PUDO,SEUR,CLINIC TECHONOLOGIC CASAN,CARRER DE CASANOVA 189,BAR_LOC_000989,1,1,False,False,False,False,False,False,True,False,5,Convenience Store only,1,Single record,0.0,1,High,SEUR,False
1247,SEUR,Convenience Stores,Privada,Premises,Barcelona,8036,Mahi Mobile,"Carrer de Buenos Aires, 44",41.3927363172518,2.14746370634219,SEUR,Convenience stores,Private,Premises,Barcelona,Mahi Mobile,"Carrer de Buenos Aires, 44",8036,,,,7,Convenience Store,1,PUDO,SEUR,MAHI MOBILE,CARRER DE BUENOS AIRES 44,BAR_LOC_000293,2,2,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",24.93,2,Medium,InPost | SEUR,False
1248,SEUR,Convenience Stores,Privada,Premises,Barcelona,8036,Maa Moviles,"C. de Muntaner, 125",41.3905482064282,2.15471933295487,SEUR,Convenience stores,Private,Premises,Barcelona,Maa Moviles,"C. de Muntaner, 125",8036,,,,7,Convenience Store,1,PUDO,SEUR,MAA MOVILES,C DE MUNTANER 125,BAR_LOC_000716,4,3,False,False,False,False,False,False,True,False,5,Convenience Store only,3,"Multiple companies, single service",59.58,3,Review,Amazon | Ctt Express | SEUR,True
1249,SEUR,Locker,Privada,Parking,Barcelona,8036,Lockers Parking Saba Hospi,Plaza del Doctor Duran i Reynals,41.3911709767611,2.15189726479189,SEUR,Lockers,Private,Parking,Barcelona,Lockers Parking Saba Hospi,Plaza del Doctor Duran i Reynals,8036,,,,1,Locker,1,PUDO,SEUR,LOCKERS PARKING SABA HOSPI,PLAZA DEL DOCTOR DURAN I REYNALS,BAR_LOC_000990,1,1,True,False,False,False,False,False,False,False,1,Locker only,1,Single record,0.0,1,High,SEUR,False
